8.703				
7.688				
7.671				
7.688				
7.656				
7.64			Kolumn1	
7.703				
7.641			Mean	7.709424
7.719			Standard error	0.002116279
7.64			Median	7.703
8.047			Mode	7.703
7.75			Standard deviation	0.066922618
7.641			Sample rate	0.004478637
7.672			Kurtosis	93.77069581
7.671			Skewness	7.603980297
7.625			Range	1.093
7.875			Minimum	7.61
7.704			Maximum	8.703
7.64			Sum	7709.424
7.625			Count	1000
7.75			Confidence level (95.0%)	0.004152862
7.657			Upper cl (95.0%)	7.713576862
7.734			Lower cl (95.0%)	7.705271138
7.688				
7.781				
7.719				
7.734				
7.719				
7.734				
7.641				
7.656				
7.672				
7.703				
7.703				
7.75				
7.656				
7.641				
7.718				
7.641				
7.656				
7.703				
7.641				
7.656				
7.703				
7.64				
7.672				
7.641				
8.328				
8.109				
7.656				
7.656				
7.719				
7.75				
7.656				
7.625				
7.735				
7.672				
7.703				
7.64				
7.625				
7.641				
7.672				
7.672				
7.734				
7.672				
7.672				
7.687				
7.735				
7.734				
7.656				
7.703				
7.688				
7.672				
7.672				
7.718				
7.672				
7.688				
7.719				
7.703				
7.687				
7.61				
7.656				
7.735				
7.64				
7.641				
7.656				
7.703				
7.688				
7.734				
7.734				
7.703				
7.704				
7.656				
7.657				
7.687				
7.703				
7.782				
7.718				
7.641				
7.656				
7.703				
7.718				
7.625				
7.641				
7.671				
7.688				
7.75				
7.64				
7.688				
7.656				
7.672				
7.672				
7.718				
7.688				
7.64				
7.734				
7.688				
7.718				
7.641				
7.672				
7.656				
7.687				
7.641				
7.703				
7.672				
7.687				
7.657				
7.672				
7.688				
7.703				
7.656				
7.75				
7.641				
7.765				
7.672				
7.719				
7.687				
7.641				
7.718				
7.688				
7.656				
7.672				
7.719				
7.687				
7.719				
7.703				
7.656				
7.641				
7.656				
7.64				
7.735				
7.734				
7.703				
7.656				
7.656				
7.656				
7.672				
7.703				
7.656				
7.687				
7.657				
7.672				
7.688				
7.672				
8.625				
7.953				
7.703				
7.735				
7.719				
7.734				
7.656				
7.657				
7.687				
7.688				
7.703				
7.719				
7.703				
7.672				
7.656				
7.657				
7.688				
7.703				
7.719				
7.703				
7.64				
7.688				
7.75				
7.672				
7.719				
7.718				
7.75				
7.657				
7.671				
7.672				
7.687				
