17.172				
15.234				
15.172				
15.109				
15.094				
15.156			Kolumn1	
15.157				
15.14			Mean	15.318036
15.156			Standard error	0.008245795
15.157			Median	15.297
15.062			Mode	15.328
15.266			Standard deviation	0.260754946
15.203			Sample rate	0.067993142
15.125			Kurtosis	616.2718005
15.187			Skewness	22.51842629
15.157			Range	7.547
15.187			Minimum	15.062
15.219			Maximum	22.609
15.109			Sum	15318.036
15.313			Count	1000
15.172			Confidence level (95.0%)	0.016181066
15.187			Upper cl (95.0%)	15.33421707
15.141			Lower cl (95.0%)	15.30185493
15.187				
15.172				
15.203				
15.219				
15.093				
15.204				
15.14				
15.141				
15.079				
15.156				
15.125				
15.219				
15.125				
15.203				
15.172				
15.188				
15.281				
15.172				
15.094				
15.172				
15.172				
15.125				
15.141				
15.14				
15.172				
15.188				
15.203				
15.297				
15.235				
15.14				
15.156				
15.235				
15.187				
15.125				
15.25				
15.11				
15.234				
15.203				
15.11				
15.203				
15.203				
15.187				
15.203				
15.172				
15.219				
15.234				
15.25				
15.297				
15.187				
15.25				
15.313				
15.203				
15.25				
15.156				
15.203				
15.36				
15.25				
15.219				
15.171				
15.204				
15.171				
15.157				
15.187				
15.141				
15.14				
15.188				
15.187				
15.203				
15.266				
15.203				
15.25				
15.25				
15.234				
15.172				
15.25				
15.281				
15.391				
15.172				
15.187				
15.172				
15.156				
15.188				
15.25				
15.14				
15.25				
15.125				
15.125				
15.328				
15.266				
15.172				
15.218				
15.157				
15.218				
15.203				
15.329				
15.187				
15.172				
15.25				
15.219				
15.234				
15.172				
15.172				
15.156				
15.172				
15.203				
15.266				
15.203				
15.203				
15.219				
15.234				
15.219				
15.265				
15.282				
15.235				
15.219				
15.297				
15.234				
15.219				
15.39				
15.266				
15.219				
15.25				
15.218				
15.266				
15.234				
15.172				
15.188				
15.187				
15.266				
15.234				
15.219				
15.234				
15.219				
15.234				
15.141				
15.157				
15.219				
15.203				
15.281				
15.25				
15.188				
15.203				
15.25				
15.218				
15.313				
15.187				
15.266				
15.281				
15.203				
15.203				
15.25				
15.281				
15.266				
15.234				
15.313				
15.312				
15.188				
15.219				
15.218				
15.172				
15.219				
15.234				
15.25				
15.25				
15.235				
15.344				
15.187				
15.234				
15.266				
15.266				
15.25				
15.234				
15.172				
15.203				
15.266				
15.234				
15.328				
15.25				
15.422				
15.266				
15.25				
15.218				
15.203				
15.204				
15.25				
15.218				
15.313				
15.203				
15.219				
15.25				
15.25				
15.156				
15.281				
15.281				
15.282				
15.203				
15.25				
15.265				
15.25				
15.219				
15.265				
15.313				
15.219				
15.343				
15.313				
15.297				
15.25				
15.204				
15.296				
15.344				
15.219				
15.234				
15.25				
15.203				
15.36				
15.219				
15.25				
15.235				
15.265				
15.188				
15.266				
15.281				
15.266				
15.187				
15.25				
15.235				
15.281				
15.391				
15.218				
15.297				
15.297				
15.219				
15.219				
15.219				
15.203				
15.203				
15.265				
15.532				
15.265				
15.235				
15.312				
15.297				
15.266				
15.203				
15.265				
15.282				
15.281				
15.234				
15.235				
15.265				
15.235				
15.328				
15.281				
15.281				
15.313				
15.297				
15.297				
15.281				
15.312				
15.282				
15.281				
15.265				
15.219				
15.281				
15.203				
15.25				
15.219				
15.25				
15.219				
15.297				
15.234				
15.219				
15.25				
15.281				
15.25				
15.235				
15.281				
15.281				
15.235				
15.25				
15.375				
15.218				
15.297				
15.266				
15.219				
15.188				
15.219				
15.219				
15.234				
15.234				
15.375				
15.203				
15.297				
15.297				
15.203				
15.219				
15.453				
15.297				
15.391				
15.312				
15.282				
15.281				
15.218				
15.282				
15.312				
15.359				
15.235				
15.297				
15.172				
15.219				
15.266				
15.313				
15.297				
15.312				
15.297				
15.219				
15.312				
15.25				
15.281				
15.328				
15.313				
15.25				
15.328				
15.266				
15.313				
15.313				
15.297				
15.312				
15.25				
15.344				
15.328				
15.25				
15.359				
15.282				
15.328				
15.313				
22.609				
15.328				
15.375				
15.219				
15.234				
15.282				
15.312				
15.235				
15.265				
15.25				
15.312				
15.203				
15.344				
15.344				
15.234				
15.25				
15.359				
15.328				
15.562				
15.266				
15.328				
15.281				
15.297				
15.266				
15.328				
15.344				
15.281				
15.312				
15.407				
15.281				
15.25				
15.313				
15.312				
15.313				
15.359				
15.297				
15.312				
15.25				
15.359				
15.344				
15.234				
15.422				
15.344				
15.359				
15.282				
15.282				
15.328				
15.281				
15.312				
15.36				
15.328				
15.219				
15.343				
15.313				
15.25				
15.234				
15.36				
15.281				
15.266				
15.312				
15.219				
15.25				
15.282				
15.265				
15.328				
15.219				
15.266				
15.344				
15.234				
15.296				
15.234				
15.281				
15.407				
15.296				
15.25				
15.297				
