3.125				
2.672				
2.64				
2.672				
2.672				
2.718				
2.657				
2.64			Kolumn1	
2.672				
2.656			Mean	2.674562
2.688			Standard error	0.000820204
2.672			Median	2.672
2.656			Mode	2.672
2.734			Standard deviation	0.025937133
2.703			Sample rate	0.000672735
2.688			Kurtosis	91.07737173
2.672			Skewness	5.692352492
2.641			Range	0.5
2.656			Minimum	2.625
2.64			Maximum	3.125
2.641			Sum	2674.562
2.671			Count	1000
2.657			Confidence level (95.0%)	0.001609521
2.656			Upper cl (95.0%)	2.676171521
2.672			Lower cl (95.0%)	2.672952479
2.687				
2.641				
2.656				
2.672				
2.656				
2.672				
2.656				
2.672				
2.641				
2.671				
2.657				
2.687				
2.672				
2.656				
2.719				
2.656				
2.672				
2.657				
2.64				
2.656				
2.625				
2.719				
2.656				
2.672				
2.656				
2.703				
2.672				
2.672				
2.672				
2.641				
2.656				
2.656				
2.688				
2.687				
2.672				
2.688				
2.671				
2.672				
2.672				
2.672				
2.656				
2.688				
2.703				
2.734				
2.672				
2.672				
2.688				
2.64				
2.688				
2.672				
2.671				
2.688				
2.656				
2.703				
2.657				
2.671				
2.657				
2.703				
2.64				
2.688				
2.64				
2.64				
2.672				
2.625				
2.657				
2.687				
2.656				
2.641				
2.719				
2.703				
2.656				
2.672				
2.671				
2.688				
2.672				
2.672				
2.656				
2.672				
2.656				
2.672				
2.703				
2.688				
2.641				
2.688				
2.641				
2.641				
2.672				
2.656				
2.687				
2.672				
2.672				
2.719				
2.672				
2.64				
2.672				
2.656				
2.672				
2.688				
2.671				
2.641				
2.703				
2.656				
2.672				
2.703				
2.672				
2.703				
2.672				
2.641				
2.703				
2.672				
2.656				
2.672				
2.718				
2.657				
2.656				
2.687				
2.641				
2.687				
2.672				
2.688				
2.656				
2.672				
2.64				
2.672				
2.687				
2.688				
2.64				
2.672				
2.657				
2.671				
2.704				
2.64				
2.672				
2.64				
2.703				
2.656				
2.657				
2.671				
2.657				
2.672				
2.656				
2.672				
2.672				
2.671				
2.657				
2.641				
2.656				
2.656				
2.704				
2.671				
2.672				
2.687				
2.641				
2.656				
2.672				
2.672				
2.64				
2.703				
2.657				
2.657				
2.64				
2.64				
2.657				
2.672				
2.671				
2.657				
2.672				
2.656				
2.672				
2.657				
2.656				
2.641				
2.656				
2.657				
2.656				
2.672				
2.672				
2.688				
2.687				
2.656				
2.656				
2.672				
2.672				
2.656				
2.703				
2.641				
2.672				
2.64				
2.703				
2.657				
2.703				
2.672				
2.656				
2.656				
2.672				
2.672				
2.64				
2.656				
2.656				
2.625				
2.672				
2.672				
2.671				
2.641				
2.656				
2.687				
2.64				
2.672				
2.656				
2.688				
2.672				
2.672				
2.718				
2.672				
2.641				
2.672				
