0.937756								
0.427830								
0.412507								
0.421993								
0.412745								
0.414177								
0.415075							Kolumn1	
0.409019								
0.409495							Mean	0.387877886
0.413622							Standard error	0.000646461
0.501719							Median	0.385049
0.450714							Mode	0.38492
0.422628							Standard deviation	0.020442903
0.409517							Sample variance	0.000417912
0.415653							Kurtosis	525.9943935
0.414157							Skewness	20.05416845
0.410910							Range	0.564773
0.418936							Minimum	0.372983
0.416846							Maximum	0.937756
0.414953							Sum	387.877886
0.414259							Count	1000
0.410609							Confidence level (95.0%)	0.001268578
0.423622							Upper CL (95%)	0.389146464
0.416354							Lower CL (95%)	0.386609308
0.408427								
0.401280								
0.418137								
0.418844								
0.417035								
0.413758								
0.418767								
0.408342								
0.411533								
0.414815								
0.410811								
0.394483								
0.384188								
0.383978								
0.380115								
0.386973								
0.379750								
0.389494								
0.389025								
0.386239								
0.395317								
0.380962								
0.406732								
0.386790								
0.388545								
0.383787								
0.384920								
0.390427								
0.383173								
0.389061								
0.386005								
0.382808								
0.393065								
0.388586								
0.381701								
0.380825								
0.381607								
0.387722								
0.382821								
0.381553								
0.380459								
0.388445								
0.382108								
0.383919								
0.380340								
0.392288								
0.385637								
0.382585								
0.391441								
0.391248								
0.387624								
0.387746								
0.385081								
0.384303								
0.391598								
0.381264								
0.389475								
0.384968								
0.383255								
0.393979								
0.397006								
0.382225								
0.383645								
0.385068								
0.380693								
0.392304								
0.389329								
0.385018								
0.385767								
0.384338								
0.382523								
0.383499								
0.381548								
0.385530								
0.382234								
0.388099								
0.384343								
0.396742								
0.389435								
0.382214								
0.389103								
0.390147								
0.387736								
0.389764								
0.391323								
0.384007								
0.386508								
0.393293								
0.381854								
0.383040								
0.381210								
0.381782								
0.388435								
0.386528								
0.382611								
0.380964								
0.384057								
0.376816								
0.390239								
0.387465								
0.377026								
0.384133								
0.384538								
0.388698								
0.388594								
0.388643								
0.384183								
0.388132								
0.386719								
0.380542								
0.383925								
0.386133								
0.386988								
0.390195								
0.386580								
0.379111								
0.391819								
0.399806								
0.384359								
0.390222								
0.393808								
0.379376								
0.385152								
0.385936								
0.381628								
0.394842								
0.379330								
0.385412								
0.385723								
0.389962								
0.384446								
0.383041								
0.384076								
0.388645								
0.389130								
0.385333								
0.383321								
0.381202								
0.386433								
0.387114								
0.384491								
0.388907								
0.382396								
0.394152								
0.382471								
0.380648								
0.389095								
0.382354								
0.384330								
0.386166								
0.383544								
0.379166								
0.383543								
0.387112								
0.381182								
0.391950								
0.391037								
0.382609								
0.384971								
0.391959								
0.380113								
0.390569								
0.378642								
0.386252								
0.383862								
0.390443								
0.378515								
0.385336								
0.379403								
0.381723								
0.387902								
0.389007								
0.381377								
0.385823								
0.391795								
0.381434								
0.385254								
0.391253								
0.387888								
0.382607								
0.380396								
0.384636								
0.384551								
0.380702								
0.379656								
0.390089								
0.390772								
0.382276								
0.380165								
0.387101								
0.378254								
0.383577								
0.383469								
0.378964								
0.390902								
0.380182								
0.381592								
0.384977								
0.385801								
0.380035								
0.382211								
0.389362								
0.382489								
0.388587								
