2.12057					
1.12242					
1.10416					
1.12199					
1.09114					
1.08433					
1.10383				Kolumn1	
1.0805					
1.08298				Mean	1.03482275
1.09729				Standard error	0.001221772
1.08934				Median	1.03062
1.09428				Mode	1.0325
1.09309				Standard deviation	0.038635829
1.09657				Sample variance	0.001492727
1.09775				Kurtosis	627.0741972
1.10422				Skewness	22.75165115
1.08847				Range	1.11128
1.10151				Minimum	1.00929
1.11489				Maximum	2.12057
1.09656				Sum	1034.82275
1.09175				Count	1000
1.09424				Confidence level(95.0%)	0.002397534
1.09012				Upper Cl (95.0%)	1.037220284
1.10318				Lower Cl (95.0%)	1.032425216
1.09546					
1.0849					
1.09249					
1.09527					
1.10886					
1.1002					
1.08933					
1.09014					
1.0928					
1.10301					
1.08652					
1.05588					
1.03314					
1.0332					
1.03401					
1.04295					
1.02436					
1.02117					
1.03296					
1.01498					
1.03147					
1.03508					
1.02161					
1.02749					
1.02283					
1.02878					
1.02712					
1.03834					
1.22155					
1.2567					
1.08264					
1.07532					
1.05315					
1.10298					
1.06753					
1.02348					
1.03451					
1.02291					
1.03441					
1.027					
1.02075					
1.03342					
1.02622					
1.02547					
1.03019					
1.02989					
1.02537					
1.02489					
1.03044					
1.02278					
1.0205					
1.02775					
1.02478					
1.0318					
1.01887					
1.02041					
1.03389					
1.02678					
1.02284					
1.0325					
1.03347					
1.03356					
1.03656					
1.04264					
1.03447					
1.04749					
1.02786					
1.0245					
1.03656					
1.03752					
1.03017					
1.0433					
1.0505					
1.02431					
1.03984					
1.03539					
1.03015					
1.03336					
1.06164					
1.01536					
1.0342					
1.0355					
1.03848					
1.03488					
1.03673					
1.02986					
1.03078					
1.03656					
1.02965					
1.03519					
1.02978					
1.02884					
1.04611					
1.02523					
1.02461					
1.0369					
1.03263					
1.02635					
1.02936					
1.04527					
1.02497					
1.03278					
1.03626					
1.03627					
1.03155					
1.02375					
1.02698					
1.03434					
1.02715					
1.01777					
1.05907					
1.0335					
1.0295					
1.02611					
1.03051					
1.03561					
1.02666					
1.03734					
1.02657					
1.02222					
1.0372					
1.02311					
1.03308					
1.03317					
1.0412					
1.04031					
1.03602					
1.02234					
1.04514					
1.04382					
1.02965					
1.03288					
1.0371					
1.02608					
1.0381					
1.03975					
1.02899					
1.03174					
1.03738					
1.02562					
1.03843					
1.0254					
1.02792					
1.03595					
1.04063					
1.02233					
1.03547					
1.0304					
1.03094					
1.02926					
1.03281					
1.02751					
1.04214					
1.02662					
1.02924					
1.04182					
1.03183					
1.02527					
1.04016					
1.03763					
1.02895					
1.02047					
1.03699					
1.02844					
1.02576					
1.03488					
1.03196					
1.03244					
1.03125					
1.02359					
1.02758					
1.02726					
1.03031					
1.03823					
1.02995					
1.01949					
1.02971					
1.03318					
1.02136					
1.04372					
1.02587					
1.02737					
1.03662					
1.02625					
1.02679					
1.03571					
1.03231					
1.01398					
1.03298					
1.04418					
1.02959					
1.0411					
1.03816					
1.02015					
1.03306					
1.0357					
1.02402					
1.04128					
1.02688					
1.022					
1.03617					
1.04243					
1.01764					
1.03093					
1.13874					
1.04261					
1.03412					
1.02577					
1.03312					
1.03411					
1.02205					
1.01925					
1.0371					
1.03298					
1.02382					
1.03069					
1.03187					
1.13808					
1.03735					
1.03438					
1.02739					
1.03767					
1.03264					
1.02623					
1.03531					
1.03454					
1.01769					
1.02208					
1.02566					
1.02398					
1.0314					
1.04029					
1.0364					
1.03019					
1.03384					
1.02362					
1.02905					
1.03633					
1.02644					
1.03932					
1.02197					
1.01999					
1.04244					
1.03233					
1.02397					
1.0309					
1.02602					
1.02067					
1.03161					
1.03238					
1.0232					
1.03292					
1.03358					
1.02882					
1.02783					
1.03076					
1.02285					
1.02323					
1.02694					
1.02554					
1.03109					
1.03404					
1.03331					
1.03318					
1.02935					
1.03178					
1.0358					
1.02851					
1.02291					
1.03284					
1.02903					
1.02264					
1.0261					
1.03731					
1.01756					
1.03793					
1.03509					
1.01579					
1.03685					
1.02973					
1.03475					
1.03594					
1.03664					
1.01935					
