3.78269					
2.04749					
2.01066					
2.08056					
2.01047					
2.00258				Kolumn1	
2.01942					
2.00176				Mean	1.90877173
2.00312				Standard error	0.00207268
2.00235				Median	1.90148
2.00617				Mode	1.89535
2.01339				Standard deviation	0.065543912
2.02522				Sample variance	0.004296004
2.01067				Kurtosis	670.6195049
2.01405				Skewness	23.75169278
2.00188				Range	1.91051
1.99082				Minimum	1.87218
2.01855				Maximum	3.78269
2.01157				Sum	1908.77173
2.00354				Count	1000
2.0118				Confidence level (95.0%)	0.004067307
1.99235				Upper CL(95.0%)	1.912839037
2.0014				Lower CL(95.0%)	1.904704423
2.00734					
1.99022					
2.00409					
1.99121					
2.01381					
2.0018					
1.99814					
2.01394					
2.00265					
2.01637					
2.08333					
1.9918					
1.93285					
1.89849					
1.8915					
1.90457					
1.91177					
1.89577					
1.90845					
1.90226					
1.89984					
1.89736					
1.92137					
1.89805					
1.91208					
1.90399					
1.92075					
1.88537					
1.90286					
1.89492					
1.90353					
1.89568					
1.88843					
1.89573					
1.89802					
1.8979					
1.91082					
1.90935					
1.90401					
1.916					
1.91218					
1.91117					
1.90395					
1.90245					
1.90187					
1.92451					
1.90709					
1.89908					
1.90702					
1.90548					
1.89792					
1.91111					
1.90902					
1.90309					
1.91087					
1.90975					
1.91236					
1.91618					
1.90254					
1.89789					
1.91399					
1.89818					
1.89381					
1.90769					
1.90562					
1.89187					
1.91115					
1.93007					
1.88588					
1.91446					
1.9144					
1.9029					
1.90671					
1.90587					
1.89896					
1.91162					
1.87777					
1.87924					
1.91094					
1.89474					
1.90266					
1.91033					
1.90934					
1.89573					
1.92233					
1.9108					
1.89181					
1.89707					
1.9006					
1.90682					
1.89738					
1.91361					
1.90462					
1.89189					
1.88867					
1.89548					
1.90775					
1.91715					
1.91723					
1.91904					
1.93886					
1.89656					
1.90135					
1.90322					
1.90268					
1.90554					
1.89342					
1.88606					
1.92489					
1.89884					
1.89374					
1.90672					
1.92069					
1.90707					
1.91854					
1.89535					
1.88249					
1.92268					
1.89972					
1.88993					
1.91624					
1.90038					
1.88977					
1.90517					
1.91513					
1.9535					
1.89655					
1.90084					
1.89193					
1.91352					
1.9055					
1.90349					
1.8925					
1.90377					
1.97057					
1.95662					
1.95603					
2.06537					
2.03669					
1.9588					
1.99038					
2.03125					
2.08244					
2.12683					
2.15083					
2.09534					
1.88971					
1.89777					
1.90034					
1.87838					
1.89486					
1.90423					
1.90277					
1.89789					
1.89162					
1.89301					
1.90169					
1.91234					
1.90282					
1.90639					
1.90231					
1.90326					
1.90539					
1.90149					
1.88957					
1.89963					
1.90557					
1.89099					
1.90028					
1.89025					
1.8889					
1.90986					
1.90461					
1.87218					
1.90448					
1.91229					
1.89327					
1.897					
1.89632					
1.88296					
1.8969					
1.91139					
1.8911					
1.90331					
1.89356					
1.88352					
1.90357					
1.89976					
1.89206					
1.8907					
1.90343					
1.89657					
1.90557					
1.91115					
1.90086					
1.90902					
1.89439					
1.88866					
1.89745					
1.9045					
1.89927					
1.90691					
1.90351					
1.89882					
1.89425					
1.90629					
1.90518					
1.90371					
1.90505					
1.87917					
1.90826					
1.9092					
1.89103					
1.89988					
1.90543					
1.89503					
1.89662					
1.9006					
1.89752					
1.90107					
1.90014					
1.89706					
1.89634					
1.90682					
1.8893					
1.90987					
1.89975					
1.88566					
1.91745					
1.90191					
1.8913					
1.89943					
1.90312					
1.89657					
1.90226					
1.9081					
1.90057					
1.90326					
1.90688					
1.90141					
1.91157					
1.89198					
1.88619					
1.90404					
1.88947					
1.8907					
1.89439					
1.91446					
1.89267					
1.89506					
1.89719					
1.90261					
1.90883					
1.90608					
1.88913					
1.91365					
1.89734					
1.89737					
1.90167					
1.90301					
1.89632					
1.89687					
1.90194					
1.88777					
1.89766					
1.89622					
1.89756					
1.89136					
1.90925					
1.89648					
1.90152					
1.90654					
1.88921					
1.90944					
1.91497					
1.89258					
1.89448					
1.91065					
1.89028					
1.91358					
1.91456					
1.8804					
1.90358					
1.90513					
1.89209					
1.9247					
1.8923					
1.88221					
1.91005					
1.90194					
1.90509					
1.90297					
1.91303					
1.89969					
1.89685					
1.90534					
1.90423					
1.90724					
1.89983					
1.89425					
1.90939					
1.9016					
1.90366					
1.89347					
1.88993					
1.87907					
1.89783					
1.90571					
1.89363					
1.90184					
1.91469					
1.88731					
1.91224					
1.90131					
1.89748					
1.91216					
1.893					
1.89181					
1.90556					
1.9109					
1.88555					
1.89918					
1.9144					
1.90089					
1.91082					
1.90383					
1.88577					
1.88835					
1.90212					
1.88895					
1.9028					
1.89157					
1.8868					
1.909					
1.89845					
1.89293					
1.90077					
1.89257					
1.88952					
1.89571					
1.90273					
1.89657					
1.89705					
1.90115					
1.89916					
1.88796					
1.8989					
1.89442					
1.89228					
1.90174					
1.88523					
1.90032					
1.9001					
1.89289					
1.90085					
1.89586					
1.88428					
1.89304					
1.89067					
1.89346					
1.90253					
1.91041					
1.89341					
1.89901					
1.90287					
1.89941					
1.88627					
1.90709					
1.90083					
1.8843					
1.90929					
1.89958					
1.89132					
1.90146					
1.89057					
1.90105					
1.89412					
1.90195					
1.90342					
1.90102					
1.89035					
1.89696					
1.91886					
1.89155					
1.90316					
1.90771					
1.9022					
1.89514					
1.90345					
1.9					
1.90442					
1.89175					
1.89392					
1.90523					
1.9029					
1.9015					
1.91923					
1.89276					
1.89402					
1.90661					
1.9201					
1.90415					
1.91219					
1.89796					
1.90708					
1.91315					
1.90073					
1.89774					
1.90618					
1.89941					
1.89544					
1.90697					
1.91578					
1.90629					
1.90311					
1.90092					
1.90394					
1.9027					
1.91044					
1.89748					
1.91233					
1.90781					
1.89639					
1.89121					
1.91702					
1.94083					
1.89706					
1.90211					
1.89989					
1.90401					
1.89987					
1.89396					
1.89135					
1.91052					
1.88908					
1.90105					
1.90197					
1.89709					
1.89034					
1.89913					
1.88585					
1.9106					
1.90507					
1.89614					
1.90096					
1.89595					
1.90102					
